City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Madimba,TZ,2022-05-18 20:31:43,-10.4,40.3333,72.64,92,8,8.9
294,Shihezi,CN,2022-05-18 20:31:44,44.3,86.0333,71.73,25,10,5.77
295,Union City,US,2022-05-18 20:31:35,37.5958,-122.0192,94.33,32,0,8.05
296,Port Hedland,AU,2022-05-18 20:31:44,-20.3167,118.5667,68.05,100,12,4.61
297,Weatherford,US,2022-05-18 20:28:33,32.7593,-97.7972,99.79,29,53,3.0
298,Gambela,ET,2022-05-18 20:31:45,8.25,34.5833,74.46,81,89,3.96
299,Suphan Buri,TH,2022-05-18 20:31:45,14.4742,100.1222,76.96,90,100,6.96
300,Isangel,VU,2022-05-18 20:31:46,-19.55,169.2667,77.92,85,98,18.75
301,Tuatapere,NZ,2022-05-18 20:31:46,-46.1333,167.6833,47.03,94,54,5.19
302,Norman Wells,CA,2022-05-18 20:29:08,65.282,-126.8329,37.44,93,100,12.66
303,Nyurba,RU,2022-05-18 20:31:47,63.2842,118.3319,44.04,71,100,9.91
304,Bathsheba,BB,2022-05-18 20:31:47,13.2167,-59.5167,84.81,74,20,16.11
305,Georgetown,MY,2022-05-18 20:31:48,5.4112,100.3354,80.55,94,20,3.44
306,Nishihara,JP,2022-05-18 20:31:48,26.1842,127.7558,70.88,83,75,3.44
307,Porto Novo,BJ,2022-05-18 20:31:49,6.4965,2.6036,84.02,82,99,8.99
308,Pevek,RU,2022-05-18 20:31:49,69.7008,170.3133,32.65,99,100,2.44
309,Liku,ID,2022-05-18 20:31:50,-0.7275,119.8922,75.36,88,76,3.27
310,Harper,LR,2022-05-18 20:31:50,4.375,-7.7169,78.66,86,59,9.53
311,Coihaique,CL,2022-05-18 20:31:51,-45.5752,-72.0662,48.81,65,0,3.44
312,Yamada,JP,2022-05-18 20:32:51,39.4667,141.95,57.51,61,0,5.21
313,Japura,ID,2022-05-18 20:32:52,-0.3167,102.35,75.97,91,45,1.97
314,Myitkyina,MM,2022-05-18 20:32:52,25.3833,97.4,69.58,99,26,2.51
315,Provideniya,RU,2022-05-18 20:32:53,64.3833,-173.3,42.06,78,100,7.29
316,Siteki,SZ,2022-05-18 20:32:53,-26.45,31.95,66.2,100,41,6.91
317,Saginaw,US,2022-05-18 20:32:53,43.3334,-84.0333,54.25,87,100,6.91
318,Beringovskiy,RU,2022-05-18 20:32:54,63.05,179.3167,39.36,82,100,7.02
319,Kholmogory,RU,2022-05-18 20:32:54,64.2229,41.656,30.94,95,93,4.5
320,Ucar,AZ,2022-05-18 20:32:55,40.519,47.6542,59.18,66,0,7.02
321,Washougal,US,2022-05-18 20:28:43,45.5826,-122.3534,58.78,84,75,16.11
322,Oyonnax,FR,2022-05-18 20:32:55,46.2592,5.6573,68.32,87,99,4.21
323,Maragogi,BR,2022-05-18 20:32:56,-9.0122,-35.2225,78.64,85,39,9.82
324,Tutoia,BR,2022-05-18 20:32:56,-2.7619,-42.2744,80.15,80,99,8.57
325,Bilibino,RU,2022-05-18 20:32:20,68.0546,166.4372,35.62,100,100,1.39
326,Aguada De Pasajeros,CU,2022-05-18 20:32:57,22.385,-80.8508,87.33,53,73,5.7
327,Manaure,CO,2022-05-18 20:32:57,11.7751,-72.4445,86.88,62,100,14.56
328,Hay River,CA,2022-05-18 20:32:58,60.8156,-115.7999,35.58,93,100,9.22
329,Ilhabela,BR,2022-05-18 20:30:26,-23.7781,-45.3581,61.07,59,17,12.75
330,Uvat,RU,2022-05-18 20:32:11,59.1433,68.8953,48.04,93,16,5.57
331,Golubitskaya,RU,2022-05-18 20:32:58,45.3222,37.2822,54.01,72,99,15.37
332,Burns Lake,CA,2022-05-18 20:30:08,54.2331,-125.7533,43.84,76,100,3.04
333,Iqaluit,CA,2022-05-18 20:32:59,63.7506,-68.5145,28.13,86,100,8.05
334,El Balsamo,HN,2022-05-18 20:33:00,15.0667,-87.4667,88.59,33,70,5.32
335,Kainantu,PG,2022-05-18 20:33:00,-6.2887,145.8655,61.2,94,76,2.21
336,Shenzhen,CN,2022-05-18 20:33:01,22.5455,114.0683,78.08,72,100,3.53
337,Kaspiyskiy,RU,2022-05-18 20:33:01,45.3929,47.3707,62.35,72,65,14.16
338,Namatanai,PG,2022-05-18 20:33:02,-3.6667,152.4333,80.22,81,5,5.26
339,Athabasca,CA,2022-05-18 20:33:02,54.7169,-113.2854,57.61,38,100,6.53
340,Sojitra,IN,2022-05-18 20:33:03,22.55,72.7167,84.83,46,0,5.5
341,Zemio,CF,2022-05-18 20:33:03,5.0314,25.1361,67.66,94,99,3.47
342,Victor Harbor,AU,2022-05-18 20:33:03,-35.5667,138.6167,50.68,78,59,7.38
343,Ayacucho,PE,2022-05-18 20:33:04,-13.1583,-74.2239,75.06,27,40,6.91
344,Kirensk,RU,2022-05-18 20:33:04,57.7853,108.1119,53.94,92,100,4.85
345,Guerrero Negro,MX,2022-05-18 20:33:05,27.9769,-114.0611,69.35,53,0,14.41
346,Nadym,RU,2022-05-18 20:33:05,65.5333,72.5167,42.57,75,99,9.37
347,Sistranda,NO,2022-05-18 20:33:06,63.7256,8.834,49.96,91,14,4.85
348,Luba,GQ,2022-05-18 20:33:06,3.4568,8.5547,80.49,83,93,7.78
349,Gizo,SB,2022-05-18 20:33:07,-8.103,156.8419,83.19,72,1,6.11
350,Taltal,CL,2022-05-18 20:30:20,-25.4,-70.4833,59.58,80,24,4.59
351,Quelimane,MZ,2022-05-18 20:33:08,-17.8786,36.8883,73.35,88,20,2.3
352,Bay Roberts,CA,2022-05-18 20:33:08,47.5999,-53.2648,62.65,74,35,7.54
353,Camacha,PT,2022-05-18 20:33:09,33.0833,-16.3333,62.02,94,75,5.75
354,Pangkalanbuun,ID,2022-05-18 20:33:09,-2.6833,111.6167,75.09,96,54,1.72
355,Astana,KZ,2022-05-18 20:33:10,51.1801,71.446,51.75,93,0,6.71
356,Roanoke,US,2022-05-18 20:30:50,37.271,-79.9414,84.34,48,75,9.22
357,Canaries,ES,2022-05-18 20:33:10,28.0,-15.5,66.4,73,20,21.85
358,Khuzhir,RU,2022-05-18 20:33:11,53.1939,107.3397,46.18,70,46,6.4
359,Lerwick,GB,2022-05-18 20:34:11,60.1545,-1.1494,51.8,88,77,11.99
360,Saint-Doulchard,FR,2022-05-18 20:34:12,47.1037,2.352,75.58,65,84,12.33
361,Tavricheskoye,RU,2022-05-18 20:34:12,54.5851,73.6395,53.51,95,68,7.47
362,Lubao,PH,2022-05-18 20:34:12,14.9167,120.55,80.31,91,100,2.84
363,Genova,IT,2022-05-18 20:30:05,44.5,9.0667,66.29,75,46,5.99
364,Axim,GH,2022-05-18 20:34:13,4.8699,-2.2405,80.92,83,65,9.57
365,Shellbrook,CA,2022-05-18 20:34:13,53.2168,-106.4011,60.03,83,99,4.9
366,Gat,IL,2022-05-18 20:34:14,31.61,34.7642,71.4,73,1,3.02
367,Yatou,CN,2022-05-18 20:34:14,37.15,122.3833,59.25,60,100,0.87
368,Domoni,KM,2022-05-18 20:34:15,-12.2569,44.5319,77.59,81,10,4.52
369,Palmas De Monte Alto,BR,2022-05-18 20:34:15,-14.2672,-43.1619,77.34,43,9,4.23
370,Cockburn Town,TC,2022-05-18 20:34:16,21.4612,-71.1419,81.0,82,27,11.03
371,Codrington,AU,2022-05-18 20:34:16,-38.2667,141.9667,53.13,72,61,11.43
372,Kerouane,GN,2022-05-18 20:34:17,9.2667,-9.0167,72.66,91,100,7.4
373,Mega,ET,2022-05-18 20:34:17,4.05,38.3,58.23,77,99,5.7
374,Ust-Uda,RU,2022-05-18 20:33:15,54.1742,103.0304,56.71,55,86,1.45
375,Sarankhola,BD,2022-05-18 20:34:18,22.3082,89.7897,81.99,87,16,5.53
376,Plettenberg Bay,ZA,2022-05-18 20:34:18,-34.0527,23.3716,64.45,71,100,2.19
377,Warwick,US,2022-05-18 20:34:19,41.7001,-71.4162,76.06,25,75,9.22
378,Kuryk,KZ,2022-05-18 20:34:20,43.2,51.65,65.75,50,3,2.95
379,San Juan,AR,2022-05-18 20:30:37,-31.5375,-68.5364,63.46,23,0,6.15
380,Kumluca,TR,2022-05-18 20:34:20,36.3703,30.2869,68.72,77,1,3.36
381,Lincoln Village,US,2022-05-18 20:34:21,39.9548,-83.1307,71.44,62,100,5.75
382,Maniitsoq,GL,2022-05-18 20:34:21,65.4167,-52.9,37.72,68,1,3.18
383,Altay,CN,2022-05-18 20:34:22,47.8667,88.1167,60.6,32,1,6.78
384,Estevan,CA,2022-05-18 20:34:22,49.1334,-102.9842,57.54,62,100,23.02
385,Buraydah,SA,2022-05-18 20:34:23,26.326,43.975,91.85,11,0,8.97
386,Karratha,AU,2022-05-18 20:34:23,-20.7377,116.8463,71.26,87,0,8.57
387,Rawson,AR,2022-05-18 20:34:24,-43.3002,-65.1023,61.09,20,45,20.38
388,San Juan De Uraba,CO,2022-05-18 20:34:24,8.7592,-76.5297,84.65,73,100,7.63
389,Charleville,AU,2022-05-18 20:34:25,-26.4,146.25,50.79,74,69,11.3
390,Vardo,NO,2022-05-18 20:34:25,70.3705,31.1107,33.78,75,75,24.16
391,Mareeba,AU,2022-05-18 20:34:26,-17.0,145.4333,68.43,91,1,2.71
392,Kapuskasing,CA,2022-05-18 20:34:26,49.4169,-82.4331,62.69,31,75,9.22
393,Norrkoping,SE,2022-05-18 20:31:43,58.5942,16.1826,63.59,48,75,4.61
394,Ketchikan,US,2022-05-18 20:34:27,55.3422,-131.6461,52.27,71,100,13.8
395,Rio Gallegos,AR,2022-05-18 20:34:27,-51.6226,-69.2181,44.65,81,0,3.44
396,Mangaluru,IN,2022-05-18 20:30:10,12.8667,74.8833,76.06,94,100,6.91
397,Constitucion,CL,2022-05-18 20:34:28,-35.3333,-72.4167,52.86,83,92,4.41
398,Namibe,AO,2022-05-18 20:34:29,-15.1961,12.1522,69.66,75,0,10.33
399,Polovinnoye,RU,2022-05-18 20:34:29,54.7914,65.9864,49.96,77,77,13.27
400,Vila Franca Do Campo,PT,2022-05-18 20:34:29,37.7167,-25.4333,61.2,94,100,20.8
401,Elbistan,TR,2022-05-18 20:34:30,38.2059,37.1983,61.16,57,6,3.31
402,Chebenki,RU,2022-05-18 20:34:30,51.9337,55.7077,49.78,91,24,12.28
403,Thinadhoo,MV,2022-05-18 20:34:31,0.5333,72.9333,83.41,75,100,15.41
404,Rabaul,PG,2022-05-18 20:34:31,-4.1967,152.1721,80.06,79,15,7.99
405,Bad Bevensen,DE,2022-05-18 20:34:32,53.0833,10.5833,72.05,88,64,6.04
406,Voyvozh,RU,2022-05-18 20:35:32,62.892,54.9635,29.17,88,94,5.14
407,Cap-Aux-Meules,CA,2022-05-18 20:33:02,47.3821,-61.8597,48.25,71,100,21.85
408,Ngunguru,NZ,2022-05-18 20:35:33,-35.6167,174.5,64.11,92,100,14.0
409,Karabuk,TR,2022-05-18 20:35:33,41.2049,32.6277,52.07,95,100,5.06
410,Gamba,GA,2022-05-18 20:35:33,-2.65,10.0,77.77,84,97,8.46
411,Surgut,RU,2022-05-18 20:35:34,61.25,73.4167,53.78,87,0,8.99
412,Maryborough,AU,2022-05-18 20:35:35,-25.5333,152.7,66.11,96,96,5.28
413,Kapoeta,SS,2022-05-18 20:35:35,4.7717,33.5903,83.1,38,100,9.64
414,Bialogard,PL,2022-05-18 20:35:36,54.007,15.9875,56.12,51,72,8.48
415,Sikeston,US,2022-05-18 20:35:36,36.8767,-89.5879,87.73,51,0,11.5
416,Ostashkov,RU,2022-05-18 20:35:36,57.1467,33.1075,43.09,73,40,7.81
417,Witu,KE,2022-05-18 20:35:37,-2.3889,40.4382,78.96,80,42,11.5
418,Khatanga,RU,2022-05-18 20:35:37,71.9667,102.5,33.64,90,100,10.27
419,Vestmannaeyjar,IS,2022-05-18 20:35:38,63.4427,-20.2734,46.45,89,100,15.28
420,Kloulklubed,PW,2022-05-18 20:35:39,7.0419,134.2556,82.36,77,100,15.61
421,Kaka,TM,2022-05-18 20:35:39,37.3482,59.6143,70.36,59,57,6.62
422,Visnes,NO,2022-05-18 20:35:40,59.3556,5.2242,51.85,82,0,8.05
423,Andros Town,BS,2022-05-18 20:35:40,24.7,-77.7667,84.16,65,27,7.27
424,Butterworth,MY,2022-05-18 20:35:41,5.3991,100.3638,80.65,94,20,3.44
425,Boksitogorsk,RU,2022-05-18 20:35:42,59.474,33.8485,36.61,92,100,5.17
426,Sundsvall,SE,2022-05-18 20:35:42,62.3913,17.3063,48.16,66,0,3.44
427,Curup,ID,2022-05-18 20:35:42,-3.4667,102.5333,66.87,98,16,1.36
428,Pinsk,BY,2022-05-18 20:35:43,52.1229,26.0951,43.92,82,8,7.47
429,Payo,ID,2022-05-18 20:35:44,-3.7508,103.6372,71.98,97,6,1.52
430,Alegrete,BR,2022-05-18 20:35:44,-29.7831,-55.7919,55.42,72,86,12.64
431,College,US,2022-05-18 20:35:44,64.8569,-147.8028,57.47,44,75,5.75
432,Vung Tau,VN,2022-05-18 20:35:45,10.346,107.0843,81.39,81,94,6.26
433,Flinders,AU,2022-05-18 20:35:45,-34.5833,150.8552,49.05,78,0,1.99
434,Xining,CN,2022-05-18 20:35:46,36.6167,101.7667,49.89,70,100,2.08
435,Misratah,LY,2022-05-18 20:35:46,32.3754,15.0925,70.83,57,1,6.06
436,Erdaojiang,CN,2022-05-18 20:35:46,41.7764,126.0319,47.77,84,5,2.86
437,Inongo,CD,2022-05-18 20:35:47,-1.95,18.2667,72.81,91,50,3.65
438,Kaitangata,NZ,2022-05-18 20:35:47,-46.2817,169.8464,47.25,90,98,4.5
439,Emerald,AU,2022-05-18 20:35:48,-23.5333,148.1667,57.34,71,67,13.94
440,Farafangana,MG,2022-05-18 20:35:48,-22.8167,47.8333,70.9,68,90,2.35
441,Kembe,CF,2022-05-18 20:35:49,4.6228,21.8865,70.74,95,100,0.67
442,Ayame,CI,2022-05-18 20:35:49,5.6083,-3.1563,76.57,92,100,4.14
443,Kautokeino,NO,2022-05-18 20:35:50,69.0125,23.0412,19.9,90,8,4.05
444,Warri,NG,2022-05-18 20:35:50,5.5167,5.75,77.18,93,100,4.23
445,Fountain Hills,US,2022-05-18 20:35:51,33.6117,-111.7174,99.54,7,0,8.05
446,Mikhaylovka,RU,2022-05-18 20:35:51,50.06,43.2379,53.71,85,100,3.8
447,Stavrovo,RU,2022-05-18 20:35:51,56.1331,40.013,39.4,92,89,9.04
448,Baghdad,IQ,2022-05-18 20:34:49,33.3406,44.4009,85.35,16,0,7.7
449,Machachi,EC,2022-05-18 20:35:52,-0.5,-78.5667,59.76,96,100,0.74
450,Ariquemes,BR,2022-05-18 20:35:52,-9.9133,-63.0408,69.87,57,85,5.86
451,Kudahuvadhoo,MV,2022-05-18 20:36:53,2.6708,72.8944,82.94,78,100,17.38
452,Shaunavon,CA,2022-05-18 20:36:53,49.6501,-108.4181,62.38,30,97,12.55
453,Pindiga,NG,2022-05-18 20:36:54,9.9833,10.9333,81.01,59,38,5.48
454,Asau,RO,2022-05-18 20:36:54,46.4333,26.4,51.28,69,58,5.12
455,Cabra,ES,2022-05-18 20:36:55,37.4725,-4.4421,73.44,42,99,5.73
456,Cururupu,BR,2022-05-18 20:36:55,-1.8283,-44.8683,79.61,83,95,4.34
457,Bintulu,MY,2022-05-18 20:36:56,3.1667,113.0333,77.41,94,40,3.44
458,Cervo,ES,2022-05-18 20:36:56,43.6702,-7.4101,60.96,82,77,4.81
459,Ouesso,CG,2022-05-18 20:36:57,1.6136,16.0517,72.68,94,100,1.99
460,Raga,SS,2022-05-18 20:36:57,8.4596,25.678,79.61,59,100,4.27
461,Lamu,KE,2022-05-18 20:36:58,-2.2717,40.902,79.02,81,84,12.12
462,Tura,IN,2022-05-18 20:36:58,25.5198,90.2201,67.23,93,63,5.1
463,Honiara,SB,2022-05-18 20:36:58,-9.4333,159.95,81.19,75,0,2.15
464,Wheatley,GB,2022-05-18 20:36:59,51.7473,-1.1394,59.76,88,100,6.91
465,Padang,ID,2022-05-18 20:36:59,-0.9492,100.3543,75.87,74,58,4.03
466,Snezhnogorsk,RU,2022-05-18 20:37:00,69.1933,33.2531,31.78,96,100,21.23
467,Zhumadian,CN,2022-05-18 20:37:00,32.9794,114.0294,63.57,65,100,9.28
468,Pahrump,US,2022-05-18 20:37:01,36.2083,-115.9839,95.45,9,0,5.99
469,Manado,ID,2022-05-18 20:37:01,1.487,124.8455,74.17,100,40,2.3
470,Selfoss,IS,2022-05-18 20:37:02,63.9331,-20.9971,49.05,91,100,7.61
471,Scarborough,GB,2022-05-18 20:37:03,54.2797,-0.4044,57.33,84,100,5.01
472,Sola,VU,2022-05-18 20:37:03,-13.8833,167.55,80.62,77,38,9.6
473,Kadhan,PK,2022-05-18 20:37:04,24.481,68.9859,83.37,66,0,14.74
474,Trinidad,BO,2022-05-18 20:37:04,-14.8333,-64.9,75.18,35,100,11.5
475,Mandalgovi,MN,2022-05-18 20:37:04,45.7625,106.2708,54.41,41,30,9.75
476,Lawang,ID,2022-05-18 20:37:05,-7.8353,112.6947,71.33,94,100,0.98
477,Santa Isabel Do Rio Negro,BR,2022-05-18 20:37:05,-0.4139,-65.0192,72.43,99,100,2.59
478,Pocone,BR,2022-05-18 20:37:06,-16.2567,-56.6228,67.51,25,51,6.29
479,Half Moon Bay,US,2022-05-18 20:37:06,37.4636,-122.4286,90.54,46,75,11.5
480,Hofn,IS,2022-05-18 20:37:07,64.2539,-15.2082,43.75,96,100,7.56
481,Santiago De Cuba,CU,2022-05-18 20:37:08,20.0247,-75.8219,84.31,79,40,9.22
482,Winsum,NL,2022-05-18 20:37:08,53.33,6.5208,59.05,94,100,3.74
483,Katherine,AU,2022-05-18 20:35:18,-14.4667,132.2667,64.72,48,0,5.75
484,Nerchinskiy Zavod,RU,2022-05-18 20:37:09,51.3088,119.61,46.08,74,55,2.73
485,Lewistown,US,2022-05-18 20:37:09,40.5992,-77.5714,67.41,69,40,8.05
486,Babu,CN,2022-05-18 20:37:10,24.4167,111.5167,68.94,84,82,2.21
487,Cassilandia,BR,2022-05-18 20:36:06,-19.1133,-51.7342,57.42,49,51,8.25
488,Canico,PT,2022-05-18 20:37:10,32.6333,-16.85,68.13,82,40,11.5
489,Ardabil,IR,2022-05-18 20:37:11,38.2498,48.2933,47.75,81,75,6.91
490,Fort Dodge,US,2022-05-18 20:37:11,42.4975,-94.168,82.81,36,0,6.91
491,New Port Richey,US,2022-05-18 20:37:12,28.2442,-82.7193,91.4,72,6,5.99
492,Akyab,MM,2022-05-18 20:37:12,20.15,92.9,83.79,77,23,0.83
493,Lompoc,US,2022-05-18 20:32:32,34.6391,-120.4579,86.02,63,0,15.01
494,Uniontown,US,2022-05-18 20:33:42,39.9001,-79.7164,70.41,75,100,4.99
495,Aksu,CN,2022-05-18 20:38:13,41.1231,80.2644,71.64,23,47,9.4
496,Chicama,PE,2022-05-18 20:38:14,-7.8447,-79.1469,66.74,68,100,8.3
497,Bazarnyye Mataki,RU,2022-05-18 20:38:14,54.8833,49.9333,39.52,95,19,5.55
498,Petropavlovsk-Kamchatskiy,RU,2022-05-18 20:37:32,53.0452,158.6483,43.39,87,20,4.47
499,Madera,US,2022-05-18 20:38:15,37.1666,-119.8343,94.01,25,3,6.78
500,Rovaniemi,FI,2022-05-18 20:38:15,66.5,25.7167,36.81,55,0,5.75
501,Ponta Delgada,PT,2022-05-18 20:38:16,37.7333,-25.6667,61.5,94,75,21.85
502,Ongandjera,NA,2022-05-18 20:38:16,-17.8833,15.0667,68.81,30,0,8.57
503,Pitimbu,BR,2022-05-18 20:38:16,-7.4706,-34.8086,82.99,77,10,7.25
504,Alanib,PH,2022-05-18 20:38:17,8.0278,124.9861,66.96,94,51,2.06
505,San Jose,US,2022-05-18 20:38:13,37.3394,-121.895,91.92,28,75,10.36
506,Jauharabad,PK,2022-05-18 20:38:17,32.2898,72.2813,90.73,14,0,7.0
507,Murgab,TM,2022-05-18 20:38:18,37.4966,61.9714,75.07,46,75,6.91
508,Westport,US,2022-05-18 20:35:59,41.1415,-73.3579,73.89,34,0,17.27
509,Lebu,CL,2022-05-18 20:38:19,-37.6167,-73.65,53.94,84,99,11.23
510,Yabrud,SY,2022-05-18 20:38:19,33.9674,36.6574,60.08,47,0,1.25
511,Buckeye,US,2022-05-18 20:38:19,33.3703,-112.5838,101.82,10,0,3.44
512,Jalu,LY,2022-05-18 20:38:20,29.0331,21.5482,73.71,41,0,15.9
513,Alexandria,EG,2022-05-18 20:37:15,31.2156,29.9553,69.76,68,0,5.75
514,Raiwala,IN,2022-05-18 20:38:20,30.0167,78.2167,79.2,35,2,6.15
515,Yinchuan,CN,2022-05-18 20:38:21,38.4681,106.2731,63.12,43,3,5.12
516,Vikhorevka,RU,2022-05-18 20:38:05,56.1201,101.1636,56.79,79,100,3.65
517,Saint-Augustin,CA,2022-05-18 20:38:22,51.226,-58.6502,41.7,97,100,5.88
518,San Quintin,MX,2022-05-18 20:38:22,30.4833,-115.95,64.67,63,0,11.18
519,Bongandanga,CD,2022-05-18 20:38:22,1.5,21.05,71.64,95,100,0.6
520,Sao Felix Do Xingu,BR,2022-05-18 20:37:24,-6.6447,-51.995,76.23,88,100,1.48
521,Jishou,CN,2022-05-18 20:38:23,28.3167,109.7167,59.47,97,100,2.46
522,Rantauprapat,ID,2022-05-18 20:33:34,2.1,99.8333,72.14,98,73,2.55
523,Vanimo,PG,2022-05-18 20:38:24,-2.6741,141.3028,77.95,86,13,4.97
524,Qui Nhon,VN,2022-05-18 20:38:24,13.7667,109.2333,78.12,87,100,1.86
525,Aloleng,PH,2022-05-18 20:38:25,16.1307,119.7824,78.66,84,100,9.28
526,Guane,CU,2022-05-18 20:38:25,22.2025,-84.0875,87.57,45,94,7.2
527,Yulara,AU,2022-05-18 20:38:26,-25.2406,130.9889,54.64,79,95,7.05
528,Sao Miguel Do Araguaia,BR,2022-05-18 20:38:26,-13.275,-50.1628,70.12,28,28,7.78
529,Oriximina,BR,2022-05-18 20:38:27,-1.7656,-55.8661,79.61,87,77,2.68
530,Eirunepe,BR,2022-05-18 20:38:27,-6.6603,-69.8736,76.28,66,96,3.6
531,Sirjan,IR,2022-05-18 20:38:27,29.452,55.6814,73.58,14,0,7.2
532,Wanning,CN,2022-05-18 20:38:28,18.8003,110.3967,75.69,90,93,6.11
533,Santa Fe,AR,2022-05-18 20:38:28,-31.6333,-60.7,58.98,57,0,4.0
