City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
260,Cabedelo,-6.9811,-34.8339,74.07,84,88,7.81,BR,2022-05-21 01:12:38,light rain
261,Baijiantan,45.6333,85.1833,78.01,31,54,7.81,CN,2022-05-21 01:12:39,broken clouds
262,Kendari,-3.945,122.4989,83.14,74,100,2.21,ID,2022-05-21 01:12:39,overcast clouds
263,Kavaratti,10.5669,72.642,82.94,78,58,14.38,IN,2022-05-21 01:12:40,broken clouds
264,Kununurra,-15.7667,128.7333,85.98,35,0,16.11,AU,2022-05-21 01:12:40,clear sky
265,Rosiesti,46.4333,27.8833,58.39,58,4,2.98,RO,2022-05-21 01:12:41,clear sky
266,Port Macquarie,-31.4333,152.9167,64.17,78,100,7.43,AU,2022-05-21 01:12:41,overcast clouds
267,Provideniya,64.3833,-173.3,48.78,55,84,8.88,RU,2022-05-21 01:12:42,broken clouds
268,Alice Springs,-23.7,133.8833,58.55,55,77,8.05,AU,2022-05-21 01:12:43,broken clouds
269,Abu Kamal,34.4506,40.9171,68.65,25,87,12.8,SY,2022-05-21 01:12:43,overcast clouds
270,Khatanga,71.9667,102.5,37.98,79,100,12.08,RU,2022-05-21 01:12:44,overcast clouds
271,Havelock,34.8791,-76.9013,78.76,87,12,8.99,US,2022-05-21 01:13:44,few clouds
272,Auki,-8.7676,160.7034,81.97,78,97,4.97,SB,2022-05-21 01:13:45,overcast clouds
273,Kupang,-10.1667,123.5833,84.9,63,9,11.5,ID,2022-05-21 01:13:45,clear sky
274,Bilma,18.6853,12.9164,88.0,14,95,17.81,NE,2022-05-21 01:13:45,overcast clouds
275,Chokurdakh,70.6333,147.9167,35.33,100,82,6.76,RU,2022-05-21 01:13:46,broken clouds
276,Terrace,54.5163,-128.6035,65.44,37,62,3.04,CA,2022-05-21 01:13:47,broken clouds
277,Te Anau,-45.4167,167.7167,45.72,79,95,6.13,NZ,2022-05-21 01:13:47,overcast clouds
278,Padang,-0.9492,100.3543,77.05,78,100,1.86,ID,2022-05-21 01:13:47,light rain
279,Yining,29.0361,114.5636,66.09,86,100,0.38,CN,2022-05-21 01:13:48,overcast clouds
280,Hobyo,5.3505,48.5268,78.85,84,99,24.05,SO,2022-05-21 01:13:48,overcast clouds
281,Kigoma,-4.8769,29.6267,72.81,77,98,3.83,TZ,2022-05-21 01:13:49,overcast clouds
282,Huaihua,27.5494,109.9592,63.32,95,100,2.08,CN,2022-05-21 01:13:49,overcast clouds
283,Rio Brilhante,-21.8019,-54.5464,51.58,65,0,5.5,BR,2022-05-21 01:09:39,clear sky
284,Martinsville,36.6915,-79.8725,81.45,58,2,6.2,US,2022-05-21 01:10:25,clear sky
285,Vardo,70.3705,31.1107,35.58,80,100,21.85,NO,2022-05-21 01:13:50,light intensity drizzle
286,Wanaka,-44.7,169.15,53.11,56,1,1.99,NZ,2022-05-21 01:13:51,clear sky
287,Alofi,-19.0595,-169.9187,78.91,77,15,7.99,NU,2022-05-21 01:13:30,few clouds
288,Vila Franca Do Campo,37.7167,-25.4333,65.19,88,100,4.18,PT,2022-05-21 01:13:51,overcast clouds
289,Khasan,42.4308,130.6434,61.0,71,28,3.42,RU,2022-05-21 01:13:52,scattered clouds
290,Mar Del Plata,-38.0023,-57.5575,53.94,75,84,3.0,AR,2022-05-21 01:13:52,broken clouds
291,Tautira,-17.7333,-149.15,79.05,72,3,6.4,PF,2022-05-21 01:13:53,light rain
292,Caconda,-13.7333,15.0667,51.12,46,49,1.14,AO,2022-05-21 01:13:53,scattered clouds
293,Esperance,-33.8667,121.9,65.05,63,6,6.6,AU,2022-05-21 01:13:54,clear sky
294,Samoded,63.6083,40.5111,29.07,81,78,4.43,RU,2022-05-21 01:13:54,broken clouds
295,Buraydah,26.326,43.975,82.99,17,0,10.78,SA,2022-05-21 01:13:55,clear sky
296,Mehamn,71.0357,27.8492,37.31,84,100,12.39,NO,2022-05-21 01:13:55,overcast clouds
297,Worcester,42.3334,-71.8328,65.01,84,100,11.5,US,2022-05-21 01:13:55,overcast clouds
298,Iqaluit,63.7506,-68.5145,28.58,95,100,7.85,CA,2022-05-21 01:13:56,overcast clouds
299,Kodinsk,58.6881,99.1844,64.78,42,7,4.9,RU,2022-05-21 01:09:06,clear sky
300,Davenda,53.5556,119.317,59.09,37,100,6.67,RU,2022-05-21 01:13:56,overcast clouds
301,Aswan,24.0934,32.907,82.94,19,0,14.83,EG,2022-05-21 01:13:57,clear sky
302,Hidalgotitlan,17.7833,-94.6333,87.33,40,100,19.24,MX,2022-05-21 01:13:57,overcast clouds
303,Rosamorada,22.1222,-105.2058,81.75,52,0,7.02,MX,2022-05-21 01:13:58,clear sky
304,Lesnoy,57.6198,63.0784,41.16,64,100,4.99,RU,2022-05-21 01:13:06,overcast clouds
305,Pangnirtung,66.1451,-65.7125,30.04,93,100,2.28,CA,2022-05-21 01:13:58,overcast clouds
306,Port Hawkesbury,45.6169,-61.3485,49.91,58,91,1.01,CA,2022-05-21 01:13:59,overcast clouds
307,Haines Junction,60.7522,-137.5108,59.29,39,67,2.13,CA,2022-05-21 01:13:59,broken clouds
308,Codrington,-38.2667,141.9667,55.51,66,5,7.76,AU,2022-05-21 01:14:00,clear sky
309,Kruisfontein,-34.0033,24.7314,53.89,87,66,5.23,ZA,2022-05-21 01:14:00,light rain
310,Islamkot,24.6997,70.177,79.45,83,0,21.3,PK,2022-05-21 01:14:00,clear sky
311,Tyubuk,56.0552,60.9405,41.02,87,100,6.08,RU,2022-05-21 01:14:01,light rain
312,Leh,34.1667,77.5833,43.3,56,70,4.14,IN,2022-05-21 01:09:12,broken clouds
313,Waipawa,-41.4122,175.5153,55.27,65,2,14.9,NZ,2022-05-21 01:14:02,clear sky
314,Chipinge,-20.1883,32.6236,61.56,66,53,4.52,ZW,2022-05-21 01:14:02,broken clouds
315,Beyneu,45.3167,55.2,57.67,65,100,18.61,KZ,2022-05-21 01:14:03,overcast clouds
316,Bud,39.447,-86.1758,82.38,60,2,15.23,US,2022-05-21 01:14:04,clear sky
317,Gorontalo,0.5412,123.0595,80.74,86,100,3.98,ID,2022-05-21 01:12:00,light rain
318,Avarua,-21.2078,-159.775,77.38,75,94,11.18,CK,2022-05-21 01:15:04,overcast clouds
319,Morro Bay,35.3658,-120.8499,72.48,62,26,5.99,US,2022-05-21 01:12:48,scattered clouds
320,Ormara,25.2088,64.6357,81.21,92,5,12.41,PK,2022-05-21 01:15:05,clear sky
321,Pathein,16.7833,94.7333,81.72,82,99,12.44,MM,2022-05-21 01:15:05,heavy intensity rain
322,Byron Bay,-28.65,153.6167,61.72,79,100,13.67,AU,2022-05-21 01:14:54,light rain
323,Mwanza,-2.5167,32.9,71.17,63,100,5.79,TZ,2022-05-21 01:15:06,overcast clouds
324,Palana,59.1167,159.9667,41.14,71,99,9.26,RU,2022-05-21 01:15:07,overcast clouds
325,Pascagoula,30.3658,-88.5561,82.45,80,0,5.75,US,2022-05-21 01:13:38,clear sky
326,Tafalla,42.5269,-1.6745,67.08,76,48,3.98,ES,2022-05-21 01:15:07,scattered clouds
327,Xenia,39.6848,-83.9296,81.39,62,0,19.57,US,2022-05-21 01:15:08,clear sky
328,Nolinsk,57.5596,49.9363,34.72,96,100,8.66,RU,2022-05-21 01:15:08,overcast clouds
329,Shenjiamen,29.9576,122.298,64.31,92,100,7.87,CN,2022-05-21 01:15:09,overcast clouds
330,Kangaatsiaq,68.3065,-53.4641,30.88,83,100,7.61,GL,2022-05-21 01:15:09,overcast clouds
331,Naze,28.3667,129.4833,72.52,91,100,14.72,JP,2022-05-21 01:15:10,overcast clouds
332,Matamoros,25.5333,-103.25,96.91,5,0,11.5,MX,2022-05-21 01:15:10,clear sky
333,Tuktoyaktuk,69.4541,-133.0374,35.6,80,75,11.5,CA,2022-05-21 01:15:11,broken clouds
334,Gobabis,-22.45,18.9667,37.72,53,0,11.56,NA,2022-05-21 01:15:11,clear sky
335,Scalea,39.813,15.7956,63.14,72,43,4.54,IT,2022-05-21 01:15:12,scattered clouds
336,Tuatapere,-46.1333,167.6833,46.76,81,96,20.92,NZ,2022-05-21 01:15:12,overcast clouds
337,Shaoyang,27.2315,111.4525,69.3,79,99,4.41,CN,2022-05-21 01:15:13,overcast clouds
338,Gander,48.9682,-54.5906,44.73,70,0,5.75,CA,2022-05-21 01:15:13,clear sky
339,Babaeski,41.4325,27.0931,49.57,58,2,2.21,TR,2022-05-21 01:15:14,clear sky
340,Tongren,27.7172,109.1853,65.48,93,100,1.72,CN,2022-05-21 01:15:14,overcast clouds
341,Taywarah,33.35,64.4167,43.05,52,0,4.45,AF,2022-05-21 01:15:15,clear sky
342,Geraldton,-28.7667,114.6,59.41,94,0,10.36,AU,2022-05-21 01:15:15,clear sky
343,Ust-Tsilma,65.441,52.1498,30.81,84,100,8.88,RU,2022-05-21 01:15:16,overcast clouds
344,Sabang,5.8933,95.3214,83.48,75,100,16.8,ID,2022-05-21 01:15:18,overcast clouds
345,Changji,44.0167,87.3167,75.99,31,0,4.47,CN,2022-05-21 01:15:18,clear sky
346,Duki,30.1541,68.5728,75.07,13,0,8.79,PK,2022-05-21 01:15:19,clear sky
347,Faya,18.3851,42.4509,64.92,17,2,8.03,SA,2022-05-21 01:15:20,clear sky
348,Presidencia Roque Saenz Pena,-26.7852,-60.4388,51.89,78,0,6.8,AR,2022-05-21 01:15:20,clear sky
349,Tahta,26.7693,31.5021,74.46,53,100,17.36,EG,2022-05-21 01:15:21,overcast clouds
350,Takestan,36.0696,49.6959,50.13,80,91,12.35,IR,2022-05-21 01:15:21,overcast clouds
351,Kasganj,27.8167,78.65,90.81,20,100,5.5,IN,2022-05-21 01:15:22,overcast clouds
352,Lorengau,-2.0226,147.2712,83.97,76,100,9.51,PG,2022-05-21 01:15:22,light rain
353,Port Lincoln,-34.7333,135.8667,59.9,60,0,16.11,AU,2022-05-21 01:11:17,clear sky
354,Dakar,14.6937,-17.4441,72.48,81,7,15.12,SN,2022-05-21 01:15:23,clear sky
355,Axim,4.8699,-2.2405,78.04,88,100,7.76,GH,2022-05-21 01:15:23,moderate rain
356,Ughelli,5.4899,6.0074,75.63,96,78,2.48,NG,2022-05-21 01:15:24,light rain
357,Callaway,30.153,-85.5699,79.0,79,0,5.75,US,2022-05-21 01:15:25,clear sky
358,Carndonagh,55.25,-7.2667,47.64,94,35,10.16,IE,2022-05-21 01:15:25,scattered clouds
359,Hit,33.6416,42.8251,71.89,24,100,10.42,IQ,2022-05-21 01:15:26,overcast clouds
360,Jos,9.9167,8.9,71.46,69,95,5.41,NG,2022-05-21 01:15:26,overcast clouds
361,Turukhansk,65.8167,87.9833,51.4,73,86,10.56,RU,2022-05-21 01:15:27,overcast clouds
362,Vilyuysk,63.7553,121.6247,53.87,42,100,1.03,RU,2022-05-21 01:15:27,overcast clouds
363,Acajutla,13.5928,-89.8275,81.39,76,67,6.8,SV,2022-05-21 01:16:27,broken clouds
364,Eirunepe,-6.6603,-69.8736,74.05,76,97,1.43,BR,2022-05-21 01:16:28,overcast clouds
365,Koutsouras,35.0339,25.9469,65.1,61,0,7.81,GR,2022-05-21 01:16:28,clear sky
366,Mustasaari,63.1142,21.6822,41.9,87,0,2.3,FI,2022-05-21 01:16:29,clear sky
367,Marawi,7.9986,124.2928,73.06,91,100,2.59,PH,2022-05-21 01:16:30,overcast clouds
368,Cidreira,-30.1811,-50.2056,54.14,83,3,5.01,BR,2022-05-21 01:16:30,clear sky
369,Camana,-16.6228,-72.7111,65.57,82,99,7.83,PE,2022-05-21 01:16:31,overcast clouds
370,Souillac,-20.5167,57.5167,73.78,88,40,11.5,MU,2022-05-21 01:16:31,scattered clouds
371,Ponta Delgada,37.7333,-25.6667,65.5,82,20,5.75,PT,2022-05-21 01:16:31,few clouds
372,Husavik,66.0449,-17.3389,48.33,75,60,3.42,IS,2022-05-21 01:16:32,light rain
373,Puerto Madero,14.7208,-92.4215,84.4,74,75,9.22,MX,2022-05-21 01:16:32,broken clouds
374,Concepcion Del Uruguay,-32.4825,-58.2372,53.26,86,0,1.01,AR,2022-05-21 01:16:33,clear sky
375,Fare,-16.7,-151.0167,79.95,71,20,6.87,PF,2022-05-21 01:16:33,light rain
376,Praya,14.9215,-23.5087,70.34,83,20,13.8,CV,2022-05-21 01:13:14,few clouds
377,Tagusao,9.1924,117.8141,84.54,70,100,1.81,PH,2022-05-21 01:16:34,overcast clouds
378,Sayat,38.7839,63.8803,62.47,26,0,1.88,TM,2022-05-21 01:16:34,clear sky
379,Mazagao,-0.115,-51.2894,77.05,98,100,2.24,BR,2022-05-21 01:16:35,overcast clouds
380,Villa Carlos Paz,-31.4241,-64.4978,54.82,39,9,1.99,AR,2022-05-21 01:16:35,clear sky
381,Sainte-Ode,50.0262,5.5254,48.7,95,7,7.27,BE,2022-05-21 01:16:36,clear sky
382,Zhuzhou,27.8333,113.15,66.33,81,100,1.97,CN,2022-05-21 01:16:36,overcast clouds
383,Griffith,41.5284,-87.4237,82.89,56,75,14.97,US,2022-05-21 01:11:56,broken clouds
384,Hambantota,6.1241,81.1185,79.27,86,81,14.38,LK,2022-05-21 01:16:37,broken clouds
385,Kirakira,-10.4544,161.9205,84.4,71,55,5.75,SB,2022-05-21 01:16:38,broken clouds
386,Jeremie,18.65,-74.1167,79.38,79,95,1.21,HT,2022-05-21 01:16:38,overcast clouds
387,Liberty,31.8335,-81.5004,80.85,76,75,7.0,US,2022-05-21 01:16:39,broken clouds
388,Faanui,-16.4833,-151.75,80.49,70,18,6.55,PF,2022-05-21 01:16:39,few clouds
389,Chazuta,-6.5742,-76.1367,76.05,83,56,1.43,PE,2022-05-21 01:16:40,broken clouds
390,Iquique,-20.2208,-70.1431,62.64,77,97,1.9,CL,2022-05-21 01:12:11,overcast clouds
391,Nueva Gerona,21.8833,-82.8,81.97,76,55,18.03,CU,2022-05-21 01:16:40,broken clouds
392,Caluquembe,-13.7833,14.6833,51.89,48,38,1.39,AO,2022-05-21 01:16:41,scattered clouds
393,Moron,-34.6534,-58.6198,57.97,81,100,6.04,AR,2022-05-21 01:16:41,overcast clouds
394,Okhotsk,59.3833,143.3,38.37,76,100,5.86,RU,2022-05-21 01:16:42,overcast clouds
395,Verkhnevilyuysk,63.4453,120.3167,55.22,50,100,1.74,RU,2022-05-21 01:16:42,overcast clouds
396,Easley,34.8298,-82.6015,81.66,56,0,4.61,US,2022-05-21 01:15:40,clear sky
397,Marti,22.9475,-80.9203,79.41,70,92,9.98,CU,2022-05-21 01:16:09,overcast clouds
398,Taiyuan,37.8694,112.5603,69.66,35,0,0.0,CN,2022-05-21 01:16:43,clear sky
399,Gikongoro,-2.464,29.5739,55.29,85,100,4.61,RW,2022-05-21 01:16:44,overcast clouds
400,Kemin,42.7846,75.6892,58.73,81,100,6.91,KG,2022-05-21 01:16:44,light rain
401,Muravlenko,63.7898,74.523,37.56,74,99,10.45,RU,2022-05-21 01:16:45,overcast clouds
402,Kayerkan,69.3497,87.7602,41.52,100,66,9.71,RU,2022-05-21 01:16:45,broken clouds
403,Aklavik,68.2191,-135.0107,46.04,74,89,10.51,CA,2022-05-21 01:16:46,overcast clouds
404,Mount Isa,-20.7333,139.5,76.77,50,0,9.22,AU,2022-05-21 01:16:46,clear sky
405,Kieta,-6.2167,155.6333,84.72,68,9,5.75,PG,2022-05-21 01:16:47,clear sky
406,Hofn,64.2539,-15.2082,47.62,96,100,10.09,IS,2022-05-21 01:16:47,overcast clouds
407,Berlevag,70.8578,29.0864,37.35,70,100,18.41,NO,2022-05-21 01:16:47,overcast clouds
408,Kapoeta,4.7717,33.5903,78.94,47,53,10.67,SS,2022-05-21 01:16:48,broken clouds
409,Cam Ranh,11.9214,109.1591,85.96,66,20,4.61,VN,2022-05-21 01:17:49,few clouds
410,Nongan,44.382,125.1685,76.62,25,45,9.1,CN,2022-05-21 01:17:49,scattered clouds
411,Oxford,51.7522,-1.256,51.94,89,85,5.75,GB,2022-05-21 01:17:50,overcast clouds
412,Obama,35.4958,135.746,63.91,72,100,6.06,JP,2022-05-21 01:17:51,light rain
413,Balkanabat,39.5108,54.3671,62.69,57,100,19.84,TM,2022-05-21 01:17:52,light rain
414,Maceo,6.552,-74.7874,66.27,99,96,2.86,CO,2022-05-21 01:15:19,overcast clouds
415,Pinega,64.7001,43.3936,28.31,83,100,5.3,RU,2022-05-21 01:17:53,overcast clouds
416,Kawhia,-38.0651,174.8183,61.5,70,69,20.6,NZ,2022-05-21 01:17:53,broken clouds
417,Henties Bay,-22.116,14.2845,55.13,74,0,13.15,NA,2022-05-21 01:17:54,clear sky
418,Key Largo,25.0865,-80.4473,82.98,77,68,12.84,US,2022-05-21 01:17:54,broken clouds
419,Kirensk,57.7853,108.1119,60.39,62,100,1.54,RU,2022-05-21 01:17:55,overcast clouds
420,Antalaha,-14.9003,50.2788,69.71,87,39,8.39,MG,2022-05-21 01:17:56,scattered clouds
421,Shaki,41.0833,47.1667,48.6,87,57,1.61,AZ,2022-05-21 01:17:56,broken clouds
422,Miyako,39.6367,141.9525,68.07,50,100,5.06,JP,2022-05-21 01:17:57,overcast clouds
423,Inuvik,68.3499,-133.7218,48.96,57,100,11.5,CA,2022-05-21 01:17:57,light intensity shower rain
424,Hwange,-18.3693,26.5019,63.57,70,65,3.85,ZW,2022-05-21 01:17:58,broken clouds
425,Makaha,21.4694,-158.2175,85.91,69,100,5.75,US,2022-05-21 01:17:59,light rain
426,Pingdu,36.7844,119.9464,79.77,35,0,5.68,CN,2022-05-21 01:15:06,clear sky
427,Bambous Virieux,-20.3428,57.7575,75.22,88,40,11.5,MU,2022-05-21 01:17:59,light rain
428,Dorokhovo,55.5506,36.3744,36.05,76,100,4.52,RU,2022-05-21 01:18:00,overcast clouds
429,Yar-Sale,66.8333,70.8333,31.98,95,100,19.42,RU,2022-05-21 01:18:00,light snow
430,Yeppoon,-23.1333,150.7333,64.18,91,100,20.29,AU,2022-05-21 01:18:01,moderate rain
431,Ambon,-3.6954,128.1814,89.74,62,40,4.61,ID,2022-05-21 01:18:01,scattered clouds
432,Narimanov,46.6927,47.8498,51.71,82,8,12.59,RU,2022-05-21 01:18:02,clear sky
433,Torbay,47.6666,-52.7314,44.76,80,40,3.44,CA,2022-05-21 01:17:52,scattered clouds
434,Bondoukou,8.0333,-2.8,72.73,96,100,3.85,CI,2022-05-21 01:18:02,overcast clouds
435,Ca Mau,9.1769,105.15,86.49,66,55,7.72,VN,2022-05-21 01:16:58,broken clouds
436,San Lazaro,18.0387,-88.6622,80.38,81,99,9.06,BZ,2022-05-21 01:18:03,overcast clouds
437,Paracuru,-3.41,-39.0306,82.11,86,58,4.5,BR,2022-05-21 01:18:04,broken clouds
438,Otradnoye,59.7775,30.8181,41.05,76,93,5.26,RU,2022-05-21 01:18:04,overcast clouds
439,Troitsko-Pechorsk,62.7084,56.1964,31.66,80,100,9.42,RU,2022-05-21 01:18:05,overcast clouds
440,Marathon,44.9,-89.7668,63.64,46,0,6.91,US,2022-05-21 01:18:05,clear sky
441,Ulaangom,49.9811,92.0667,61.23,45,6,3.09,MN,2022-05-21 01:18:06,clear sky
442,Qaqortoq,60.7167,-46.0333,37.94,81,9,2.75,GL,2022-05-21 01:18:06,clear sky
443,Saint-Leu,-21.15,55.2833,72.43,72,3,4.38,RE,2022-05-21 01:18:07,clear sky
444,Bure,10.7,37.0667,63.19,58,50,2.1,ET,2022-05-21 01:18:07,scattered clouds
445,Puerto Narino,-3.7703,-70.3831,69.69,98,15,1.39,CO,2022-05-21 01:18:08,few clouds
446,Grand Baie,-20.0182,57.5802,75.45,72,31,4.0,MU,2022-05-21 01:18:08,scattered clouds
447,Kermanshah,34.3142,47.065,61.7,22,40,16.11,IR,2022-05-21 01:18:09,dust
448,Dwarka,22.2394,68.9678,81.93,78,2,19.82,IN,2022-05-21 01:18:09,clear sky
449,Sterling,39.0062,-77.4286,85.19,71,75,8.05,US,2022-05-21 01:18:10,broken clouds
450,Pyaozerskiy,65.8333,31.1667,36.05,84,100,5.28,RU,2022-05-21 01:18:11,overcast clouds
451,San Pedro,14.35,121.0167,86.32,74,40,3.44,PH,2022-05-21 01:18:11,scattered clouds
452,Kautokeino,69.0125,23.0412,33.49,100,100,0.22,NO,2022-05-21 01:18:12,overcast clouds
453,Panguna,-6.3164,155.4848,81.54,61,20,2.82,PG,2022-05-21 01:18:12,few clouds
454,Batsfjord,70.6345,29.7185,37.33,80,100,3.44,NO,2022-05-21 01:18:13,overcast clouds
455,Leshukonskoye,64.8989,45.7622,27.32,79,10,6.6,RU,2022-05-21 01:18:13,clear sky
456,Pisco,-13.7,-76.2167,65.01,82,34,16.11,PE,2022-05-21 01:18:14,mist
457,Klaksvik,62.2266,-6.589,49.12,96,100,15.28,FO,2022-05-21 01:19:14,overcast clouds
458,Mahuva,21.0914,71.7622,80.85,80,9,12.62,IN,2022-05-21 01:19:15,clear sky
459,Constitucion,-35.3333,-72.4167,51.98,84,4,7.47,CL,2022-05-21 01:19:16,clear sky
460,Podporozhye,60.9112,34.1706,31.23,81,53,3.09,RU,2022-05-21 01:19:17,broken clouds
461,Obo,5.3998,26.4869,68.54,99,100,3.94,CF,2022-05-21 01:19:18,light rain
462,Fiche,9.8,38.7333,55.56,31,98,2.37,ET,2022-05-21 01:19:18,overcast clouds
463,Merauke,-8.4667,140.3333,84.24,65,7,9.86,ID,2022-05-21 01:19:19,clear sky
464,Bambanglipuro,-7.95,110.2833,78.66,85,100,2.1,ID,2022-05-21 01:19:20,overcast clouds
465,Egvekinot,66.3167,-179.1667,44.69,58,40,3.29,RU,2022-05-21 01:19:20,scattered clouds
466,Espanola,35.9911,-106.0806,81.34,14,16,22.59,US,2022-05-21 01:19:21,few clouds
467,Gursarai,25.6148,79.1788,96.66,16,72,8.46,IN,2022-05-21 01:19:22,broken clouds
468,Kanashevo,55.2169,62.0634,39.76,95,100,15.43,RU,2022-05-21 01:19:22,heavy intensity rain
469,Belvedere Marittimo,39.6179,15.8617,55.11,80,49,1.95,IT,2022-05-21 01:19:23,scattered clouds
470,Nador,35.174,-2.9287,69.87,88,75,0.0,MA,2022-05-21 01:19:23,broken clouds
471,Jalu,29.0331,21.5482,64.85,38,0,10.22,LY,2022-05-21 01:19:24,clear sky
472,Fukue,32.6881,128.8419,71.96,64,40,14.97,JP,2022-05-21 01:19:24,scattered clouds
473,Sobolevo,54.4299,31.8996,46.42,96,100,14.38,RU,2022-05-21 01:19:25,light rain
474,Karaton,-6.3424,106.1045,77.61,86,100,1.5,ID,2022-05-21 01:19:26,overcast clouds
475,Yarmouth,41.7057,-70.2286,60.96,94,75,5.99,US,2022-05-21 01:19:26,broken clouds
476,Trinidad,-14.8333,-64.9,62.49,56,75,2.77,BO,2022-05-21 01:19:27,broken clouds
477,Ridgecrest,35.6225,-117.6709,82.65,9,0,13.8,US,2022-05-21 01:14:37,haze
478,Oriximina,-1.7656,-55.8661,71.67,94,98,1.07,BR,2022-05-21 01:19:28,overcast clouds
479,Sioux Lookout,50.1001,-91.917,33.87,93,100,9.22,CA,2022-05-21 01:19:28,overcast clouds
480,Hamada,34.8833,132.0833,68.72,66,95,2.82,JP,2022-05-21 01:19:29,overcast clouds
481,Yinchuan,38.4681,106.2731,74.98,31,62,6.17,CN,2022-05-21 01:15:55,broken clouds
482,Tahe,52.3333,124.7333,57.69,40,87,9.57,CN,2022-05-21 01:19:30,overcast clouds
483,Caravelas,-17.7125,-39.2481,69.98,66,1,7.43,BR,2022-05-21 01:19:30,clear sky
484,Rocha,-34.4833,-54.3333,47.28,88,72,6.02,UY,2022-05-21 01:19:31,broken clouds
485,Adrar,20.5022,-10.0711,87.06,9,100,6.69,MR,2022-05-21 01:19:32,overcast clouds
486,Novoseleznevo,55.6821,69.2056,45.39,89,100,8.12,RU,2022-05-21 01:19:33,light rain
487,Mitu,1.1983,-70.1733,69.93,99,95,1.7,CO,2022-05-21 01:19:35,overcast clouds
488,Vestmanna,62.1564,-7.1664,47.32,100,100,10.36,FO,2022-05-21 01:19:36,light rain
489,Sinnamary,5.3833,-52.95,75.88,94,100,12.1,GF,2022-05-21 01:19:36,overcast clouds
490,Sistranda,63.7256,8.834,48.52,86,97,6.24,NO,2022-05-21 01:19:37,overcast clouds
491,Beloha,-25.1667,45.05,66.67,45,91,3.78,MG,2022-05-21 01:19:39,overcast clouds
492,Kaligutan,7.7031,125.8131,82.33,79,89,0.87,PH,2022-05-21 01:19:40,overcast clouds
493,Bubog,10.7694,122.968,82.53,78,98,5.48,PH,2022-05-21 01:19:41,overcast clouds
494,Pryazha,61.6926,33.6216,25.83,79,46,3.44,RU,2022-05-21 01:19:41,scattered clouds
495,Mangai,-4.05,19.5333,70.16,99,100,1.83,CD,2022-05-21 01:19:42,overcast clouds
496,Lebu,-37.6167,-73.65,50.72,91,26,6.71,CL,2022-05-21 01:17:44,scattered clouds
497,Samarai,-10.6167,150.6667,83.1,72,24,7.67,PG,2022-05-21 01:19:42,few clouds
498,Murdochville,48.9583,-65.5006,52.68,61,100,9.31,CA,2022-05-21 01:19:43,overcast clouds
499,Quballat,36.5418,9.6633,62.49,70,0,4.52,TN,2022-05-21 01:19:43,clear sky
500,Rosarito,32.3333,-117.0333,66.42,82,98,9.93,MX,2022-05-21 01:19:44,overcast clouds
501,Severnyy,50.677,36.5532,53.64,76,75,4.47,RU,2022-05-21 01:19:44,light rain
502,Strezhevoy,60.7333,77.5889,43.74,74,99,15.61,RU,2022-05-21 01:19:45,overcast clouds
503,Binzhou,37.3667,118.0167,83.62,27,0,12.53,CN,2022-05-21 01:19:45,clear sky
504,Port Hardy,50.6996,-127.4199,55.58,71,20,11.5,CA,2022-05-21 01:15:17,few clouds
505,Balud,10.1476,123.6953,85.96,71,100,3.62,PH,2022-05-21 01:19:46,overcast clouds
506,Develi,38.3906,35.4922,36.75,60,0,3.11,TR,2022-05-21 01:20:46,clear sky
507,Lalmohan,22.3384,90.7419,85.39,78,3,10.98,BD,2022-05-21 01:20:47,clear sky
508,Zarubino,42.63,131.0922,58.91,71,6,2.04,RU,2022-05-21 01:20:47,clear sky
509,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.79,100,100,6.71,RU,2022-05-21 01:20:48,overcast clouds
510,Margate,51.3813,1.3862,53.31,91,24,1.99,GB,2022-05-21 01:20:48,few clouds
511,Ouadda,8.0777,22.4007,68.52,95,100,4.21,CF,2022-05-21 01:20:49,overcast clouds
512,Nouadhibou,20.931,-17.0347,66.18,88,1,18.41,MR,2022-05-21 01:20:49,clear sky
513,Katsuura,35.1333,140.3,69.82,79,100,12.37,JP,2022-05-21 01:20:50,overcast clouds
514,Ballina,-28.8667,153.5667,61.79,79,100,14.99,AU,2022-05-21 01:20:50,moderate rain
515,Tual,-5.6667,132.75,84.07,69,91,19.89,ID,2022-05-21 01:20:51,overcast clouds
516,Williston,48.147,-103.618,40.03,65,100,8.01,US,2022-05-21 01:20:51,overcast clouds
517,Voznesenye,61.0106,35.4781,33.17,85,89,1.95,RU,2022-05-21 01:20:52,overcast clouds
518,Capaccio,40.4244,15.0809,56.07,70,57,3.65,IT,2022-05-21 01:20:52,broken clouds
519,Ossora,59.2353,163.0719,38.5,88,97,6.24,RU,2022-05-21 01:20:53,overcast clouds
520,Sedalia,38.7045,-93.2283,67.91,68,100,13.8,US,2022-05-21 01:20:37,overcast clouds
521,Ippy,6.2679,21.2247,68.29,97,100,2.62,CF,2022-05-21 01:20:53,moderate rain
522,Nagornyy,52.7959,83.5498,63.86,46,21,9.62,RU,2022-05-21 01:20:54,few clouds
523,Port Moresby,-9.4431,147.1797,89.02,58,40,11.5,PG,2022-05-21 01:20:54,scattered clouds
